,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017,Malaria Deaths W25 2019,Malaria Deaths W24 2019,Malaria Deaths W23 2019,Malaria Deaths W22 2019,Malaria Deaths W21 2019,Malaria Deaths W26 2018,Malaria Deaths W25 2018,Malaria Deaths W24 2018,Malaria Deaths W23 2018,Malaria Deaths W22 2018,Malaria Deaths W26 2017,Malaria Deaths W25 2017,Malaria Deaths W24 2017,Malaria Deaths W23 2017,Malaria Deaths W22 2017,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017
177,Rwanda,East,Nyagatare District,Nyagatare Sub District,MATIMBA,Humura (Nyagatare) Disp,P3Dh1AOP9RF,Humura (Nyagatare) Disp,1567,,,,,,,1.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
178,Rwanda,East,Gatsibo District,Kiziguro Sub District,Remera (Gatsibo District),Humure CS,jvGlMwBBIQn,Humure CS,390,,,,,,,1.0,4.0,4.0,5.0,2.0,14.0,19.0,13.0,14.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,4.0,4.0,5.0,2.0,14.0,19.0,13.0,14.0,2.0
179,Rwanda,South,Huye District,Kabutare Sub District,Ngoma (Huye District),Huye Police CS,zxVACH24yok,Huye Police CS,84,,,,,,,18.0,14.0,9.0,16.0,13.0,9.0,35.0,29.0,56.0,72.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,14.0,9.0,16.0,13.0,9.0,35.0,29.0,56.0,72.0
180,Rwanda,South,Huye District,Kabutare Sub District,Ngoma (Huye District),Huye Prison,WCVHmilbw50,Huye Prison,90,,,,,,,3.0,3.0,1.0,2.0,0.0,7.0,6.0,7.0,7.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,3.0,1.0,2.0,0.0,7.0,6.0,7.0,7.0,17.0
181,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kinyinya,Ibereho DISP,vKdOZX0rT0B,Ibereho DISP,1301,Dispensaire,,,,,,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0
182,Rwanda,South,Nyanza District,Nyanza Sub District,Busasamana,Igihozo Medical Clin,TWNg4ohMleU,Igihozo Medical Clin,1387,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
183,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kanombe,Igisubizo Medical Clin,zl9VzDcrim2,Igisubizo Medical Clin,1368,,,,,,,,,,,,,,16.0,9.0,15.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,16.0,9.0,15.0
184,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Kimisagara,Ihumure (Nyarugenge) DISP,ZaRKT6g89ik,Ihumure (Nyarugenge) DISP,1165,,,,,,,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
185,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kicukiro,Impuhwe (Kicukiro) DISP,IsOP96RT5ZT,Impuhwe (Kicukiro) DISP,1168,,,,,,,3.0,2.0,1.0,2.0,2.0,10.0,5.0,16.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,1.0,2.0,2.0,10.0,5.0,16.0,9.0,0.0
186,Rwanda,West,Rusizi District,Gihundwe Sub District,Mururu,Impuhwe (Mururu) DISP,KZ3UaOEYJT8,Impuhwe (Mururu) DISP,1493,,,,,,,0.0,,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0
187,Rwanda,South,Nyanza District,Nyanza Sub District,Kibilizi,Impuhwe (Nyanza) DISP,QLmSgd6lkvp,Impuhwe (Nyanza) DISP,1383,,,,,,,,6.0,,2.0,7.0,,,,8.0,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,6.0,,2.0,7.0,,,,8.0,
188,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Impuhwe (Rubavu) Disp,Vw5WP5crDpN,Impuhwe (Rubavu) Disp,1438,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,10.0
189,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kigarama,Imvugo niyo Ngiro Ltd Disp,I9HkoD5nkyi,Imvugo niyo Ngiro Ltd Disp,1549,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,
190,Rwanda,South,Gisagara District,Gakoma Sub District,Musha,Ineza (Gisagara) DISP,x1CBSv8vinZ,Ineza (Gisagara) DISP,1430,,,,,,,,,,,,1.0,0.0,0.0,1.0,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,2.0
191,Rwanda,South,Muhanga District,Kabgayi Sub District,Nyamabuye,Ineza Medical Clinic,S6sbyyBqiT2,Ineza Medical Clinic,1624,,,,,,,,15.0,22.0,2.0,21.0,25.0,39.0,23.0,42.0,30.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,22.0,2.0,21.0,25.0,39.0,23.0,42.0,30.0
192,Rwanda,West,Rusizi District,Mibilizi Sub District,Gikundamvura,Inshuti (Rusizi) DISP,hTHFoFoyvdT,Inshuti (Rusizi) DISP,1386,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,
193,Rwanda,South,Nyamagabe District,Kigeme Sub District,Gasaka,Inshuti Medical Clin,mq2m8eM47BR,Inshuti Medical Clin,1694,,,,,,,,1.0,2.0,3.0,14.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,2.0,3.0,14.0,,,,,
194,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyamirambo,Isango Medical CLIN,Q6oP8KXuNrV,Isango Medical CLIN,1128,,,,,,,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,4.0,3.0
195,Rwanda,South,Nyanza District,Nyanza Sub District,Busasamana,Isezerano Medical Clin,GPuwl4C2H20,Isezerano Medical Clin,1693,,,,,,,10.0,5.0,5.0,8.0,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,5.0,5.0,8.0,2.0,,,,,
196,Rwanda,West,Rusizi District,Mibilizi Sub District,Bugarama,Islamic (Bugarama) CS,X5fv67Gwf07,Islamic (Bugarama) CS,242,,,,,,,214.0,272.0,387.0,243.0,256.0,217.0,318.0,255.0,281.0,212.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,214.0,272.0,387.0,243.0,256.0,217.0,318.0,255.0,281.0,212.0
197,Rwanda,East,Rwamagana District,Rwamagana Sub District,Kigabiro,Isugi DISP,YscBwJ3TlWX,Isugi DISP,1388,,,,,,,3.0,2.0,3.0,3.0,4.0,6.0,4.0,4.0,6.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,3.0,3.0,4.0,6.0,4.0,4.0,6.0,6.0
198,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Gatsata,Ivuriro Isangano Clinic,dOQ5xeC14ku,Ivuriro Isangano Clinic,1295,,,,,,,,,,11.0,16.0,2.0,3.0,6.0,6.0,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,11.0,16.0,2.0,3.0,6.0,6.0,6.0
199,Rwanda,South,Nyamagabe District,Kigeme Sub District,Kitabi,Iwacu (Kitabi) DISP,u99JE1shedw,Iwacu (Kitabi) DISP,1496,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,4.0,4.0,4.0,
200,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Iwacu (Rubavu) DISP,uLOl6MtiLQ8,Iwacu (Rubavu) DISP,1389,,,,,,,7.0,12.0,12.0,6.0,13.0,10.0,4.0,4.0,8.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,12.0,12.0,6.0,13.0,10.0,4.0,4.0,8.0,6.0
201,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Jali,Jali CS,efJxdTem7M4,Jali CS,16,,,,,,,5.0,5.0,3.0,15.0,7.0,9.0,11.0,12.0,12.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,5.0,3.0,15.0,7.0,9.0,11.0,12.0,12.0,4.0
202,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kanombe,James Memorial Disp,vn2KoqLGNND,James Memorial Disp,1663,,,,,,,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0
203,Rwanda,North,Gakenke District,Nemba Sub District,Janja ,Janja CS,cwTLPnF8SgI,Janja CS,292,,,,,,,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
204,Rwanda,East,Ngoma District,Kibungo Sub District,Jarama,Jarama CS,UcTsuqZmZEe,Jarama CS,434,,,,,,,186.0,181.0,182.0,23.0,146.0,228.0,302.0,279.0,560.0,374.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,186.0,181.0,182.0,23.0,146.0,228.0,302.0,279.0,560.0,374.0
205,Rwanda,South,Nyamagabe District,Kaduha Sub District,Musange,Jenda (nyamagabe) CS,GB82whX1pVM,Jenda (nyamagabe) CS,99,,,,,,,74.0,129.0,109.0,147.0,186.0,179.0,186.0,219.0,207.0,201.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,74.0,129.0,109.0,147.0,186.0,179.0,186.0,219.0,207.0,201.0
206,Rwanda,West,Nyabihu District,Shyira Sub District,Jomba,Jomba CS,fwg4USqam72,Jomba CS,210,,,,,,,4.0,4.0,3.0,3.0,2.0,4.0,7.0,3.0,5.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,4.0,3.0,3.0,2.0,4.0,7.0,3.0,5.0,6.0
207,Rwanda,East,Kayonza District,Gahini Sub District,Gahini,Juru (Gahini) PS,M96Ua9UcxZy,Juru (Gahini) PS,1618,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,143.0,,
208,Rwanda,East,Bugesera District,Nyamata Sub District,Juru,Juru CS,U9siO7xTgD1,Juru CS,603,,,,,,,57.0,30.0,56.0,58.0,78.0,218.0,270.0,123.0,139.0,181.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,57.0,30.0,56.0,58.0,78.0,218.0,270.0,123.0,139.0,181.0
209,Rwanda,West,Rubavu District,Gisenyi Sub District,Kanzenze,Kabari (Rubavu) CS,ag4cuFcESdL,Kabari (Rubavu) CS,647,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
210,Rwanda,East,Kayonza District,Rwinkwavu Sub District,Kabarondo,Kabarondo (kayonza) CS,MNemSteGIlS,Kabarondo (kayonza) CS,407,,,,,,,208.0,244.0,156.0,144.0,187.0,,107.0,125.0,186.0,171.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,208.0,244.0,156.0,144.0,187.0,,107.0,125.0,186.0,171.0
211,Rwanda,East,Gatsibo District,Kiziguro Sub District,Kabarore,Kabarore CS,RMra8FjUsMc,Kabarore CS,391,,,,,,,34.0,22.0,16.0,23.0,21.0,80.0,114.0,85.0,43.0,12.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34.0,22.0,16.0,23.0,21.0,80.0,114.0,85.0,43.0,12.0
212,Rwanda,West,Nyabihu District,Shyira Sub District,Kabatwa,Kabatwa CS,Z9AtH7XJ1Vg,Kabatwa CS,212,,,,,,,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,3.0
213,Rwanda,West,Ngororero District,Kabaya Sub District,KABAYA,Kabaya CS,x73eFc20CrG,Kabaya CS,224,,,,,,,6.0,6.0,11.0,5.0,6.0,6.0,2.0,6.0,6.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,6.0,11.0,5.0,6.0,6.0,2.0,6.0,6.0,3.0
214,Rwanda,West,Ngororero District,Kabaya Sub District,KABAYA,Kabaya DH,QjkzpQ5RnAs,Kabaya DH,225,,,,,,,2.0,6.0,2.0,3.0,1.0,4.0,0.0,2.0,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,6.0,2.0,3.0,1.0,4.0,0.0,2.0,4.0,0.0
215,Rwanda,North,Musanze District,Ruhengeri Sub District,Muko,Kabere CS,DfgrSUXLVPy,Kabere CS,311,,,,,,,2.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0
216,Rwanda,South,Muhanga District,Kabgayi Sub District,Nyamabuye,Kabgayi CS,lqjWPuNVcF9,Kabgayi CS,132,,,,,,,103.0,95.0,105.0,115.0,118.0,187.0,241.0,214.0,265.0,187.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,103.0,95.0,105.0,115.0,118.0,187.0,241.0,214.0,265.0,187.0
217,Rwanda,South,Muhanga District,Kabgayi Sub District,Nyamabuye,Kabgayi DH,moyEI4Ug0Y2,Kabgayi DH,133,,,,,,,15.0,10.0,9.0,10.0,8.0,12.0,12.0,6.0,11.0,13.0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,15.0,10.0,9.0,10.0,8.0,12.0,12.0,6.0,11.0,13.0
218,Rwanda,South,Nyaruguru District,Munini Sub District,Rusenge,Kabilizi CS,MTNAmFtwBz8,Kabilizi CS,69,,,,,,,52.0,37.0,22.0,39.0,46.0,50.0,61.0,104.0,106.0,68.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52.0,37.0,22.0,39.0,46.0,50.0,61.0,104.0,106.0,68.0
219,Rwanda,West,Rutsiro District,Murunda Sub District,Rusebeya,Kabona CS,xfXOundWGw5,Kabona CS,181,,,,,,,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
220,Rwanda,East,Nyagatare District,Nyagatare Sub District,Karama (Nyagatare),Kabuga (karama Nyagatare) CS,VLQ9nfSHOd9,Kabuga (karama Nyagatare) CS,369,,,,,,,1.0,0.0,0.0,,0.0,8.0,4.0,4.0,4.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,,0.0,8.0,4.0,4.0,4.0,5.0
221,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Masaka,Kabuga (kicukiro) CS,rLFHE3u2N2W,Kabuga (kicukiro) CS,33,,,,,,,161.0,182.0,149.0,156.0,217.0,132.0,109.0,130.0,127.0,126.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,161.0,182.0,149.0,156.0,217.0,132.0,109.0,130.0,127.0,126.0
222,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Ngamba,Kabuga (ntamba Kamonyi) CS,P22YvBU18tV,Kabuga (ntamba Kamonyi) CS,144,,,,,,,9.0,17.0,24.0,31.0,27.0,28.0,36.0,29.0,23.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,17.0,24.0,31.0,27.0,28.0,36.0,29.0,23.0,17.0
223,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyakabanda,Kabusunzu CS,UhwmZ94UOZU,Kabusunzu CS,6,,,,,,,16.0,7.0,13.0,13.0,12.0,19.0,15.0,20.0,20.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,7.0,13.0,13.0,12.0,19.0,15.0,20.0,20.0,22.0
224,Rwanda,South,Huye District,Kabutare Sub District,Ngoma (Huye District),Kabutare DH,vGWETVt2D7t,Kabutare DH,85,,,,,,,,3.0,2.0,0.0,1.0,0.0,5.0,2.0,9.0,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,2.0,0.0,1.0,0.0,5.0,2.0,9.0,15.0
225,Rwanda,East,Kirehe District,Kirehe Sub District,Mpanga,Kabuye (kirehe) CS,FIyzlXeZVGw,Kabuye (kirehe) CS,422,,,,,,,30.0,5.0,8.0,7.0,18.0,164.0,61.0,58.0,,55.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,30.0,5.0,8.0,7.0,18.0,164.0,61.0,58.0,,55.0
226,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Jabana,Kabuye CS,Zb81VFos0av,Kabuye CS,17,,,,,,,79.0,135.0,227.0,127.0,273.0,194.0,221.0,206.0,171.0,215.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,79.0,135.0,227.0,127.0,273.0,194.0,221.0,206.0,171.0,215.0
227,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kacyiru,Kacyiru CS,VUAp7MvHeDa,Kacyiru CS,18,,,,,,,34.0,27.0,38.0,25.0,44.0,20.0,22.0,20.0,39.0,23.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34.0,27.0,38.0,25.0,44.0,20.0,22.0,20.0,39.0,23.0
228,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kacyiru,Kacyiru DH,kVpRtsmtpub,Kacyiru DH,19,,,,,,,6.0,6.0,6.0,9.0,11.0,1.0,3.0,2.0,5.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,6.0,6.0,9.0,11.0,1.0,3.0,2.0,5.0,4.0
229,Rwanda,South,Nyamagabe District,Kaduha Sub District,Kaduha,Kaduha CS,vrRzg6O6vz9,Kaduha CS,100,,,,,,,23.0,21.0,21.0,22.0,22.0,59.0,51.0,53.0,77.0,61.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,21.0,21.0,22.0,22.0,59.0,51.0,53.0,77.0,61.0
230,Rwanda,South,Nyamagabe District,Kaduha Sub District,Kaduha,Kaduha DH,zNUcCpuVcSI,Kaduha DH,101,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
231,Rwanda,East,Gatsibo District,Ngarama Sub District,Kageyo (Gatsibo District),Kageyo (gatsibo) CS,GHV2MvBUfIG,Kageyo (gatsibo) CS,392,,,,,,,0.0,1.0,3.0,1.0,1.0,9.0,8.0,10.0,2.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,3.0,1.0,1.0,9.0,8.0,10.0,2.0,4.0
232,Rwanda,West,Ngororero District,Muhororo Sub District,KAGEYO,Kageyo (Ngororero) CS,wHvbHVGulZa,Kageyo (Ngororero) CS,1538,,,,,,,4.0,7.0,7.0,4.0,4.0,9.0,8.0,20.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,7.0,7.0,4.0,4.0,9.0,8.0,20.0,4.0,4.0
233,Rwanda,East,Kayonza District,Gahini Sub District,Mwiri,Kageyo I (Kayonza Gahini) CS,PTONcFtEvuM,Kageyo I (Kayonza Gahini) CS,594,,,,,,,365.0,385.0,363.0,357.0,266.0,337.0,361.0,306.0,413.0,399.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,365.0,385.0,363.0,357.0,266.0,337.0,361.0,306.0,413.0,399.0
234,Rwanda,East,Nyagatare District,Nyagatare Sub District,MATIMBA,Kagitumba CS,ICdrrWno9Tf,Kagitumba CS,370,,,,,,,9.0,13.0,13.0,5.0,8.0,134.0,115.0,70.0,22.0,14.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,13.0,13.0,5.0,8.0,134.0,115.0,70.0,22.0,14.0
235,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kinyinya,Kagugu CS,T7NTuNlOvPN,Kagugu CS,20,,,,,,,147.0,184.0,169.0,176.0,222.0,80.0,130.0,123.0,119.0,132.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,147.0,184.0,169.0,176.0,222.0,80.0,130.0,123.0,119.0,132.0
236,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kanombe,Kairos CS,ED3czUHGdYV,Kairos CS,1647,,,,,,,22.0,37.0,32.0,56.0,36.0,33.0,54.0,30.0,52.0,24.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,37.0,32.0,56.0,36.0,33.0,54.0,30.0,52.0,24.0
237,Rwanda,North,Rulindo District,Rutongo Sub District,NTARABANA,Kajevuba CS,CyKnXQCf6Au,Kajevuba CS,272,,,,,,,199.0,309.0,323.0,270.0,347.0,131.0,131.0,167.0,135.0,136.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,199.0,309.0,323.0,270.0,347.0,131.0,131.0,167.0,135.0,136.0
238,Rwanda,East,Bugesera District,Nyamata Sub District,Kamabuye,Kamabuye CS,FQ9Y1REronN,Kamabuye CS,449,,,,,,,29.0,19.0,22.0,16.0,22.0,287.0,383.0,337.0,499.0,507.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,19.0,22.0,16.0,22.0,287.0,383.0,337.0,499.0,507.0
239,Rwanda,East,Nyagatare District,Nyagatare Sub District,NYAGATARE,Kamagiri PS,KiGviNF1zZp,Kamagiri PS,1501,from IDSR,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,43.0,
240,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Gacurabwenge,Kamonyi (gacurabwenge) CS,WeIojSwaHjx,Kamonyi (gacurabwenge) CS,145,,,,,,,74.0,45.0,58.0,65.0,97.0,199.0,153.0,128.0,148.0,167.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,74.0,45.0,58.0,65.0,97.0,199.0,153.0,128.0,148.0,167.0
241,Rwanda,West,Nyamasheke District,Bushenge Sub District,Ruharambuga,Kamonyi (ruharambuga) CS,Ha3W4OUy24K,Kamonyi (ruharambuga) CS,257,,,,,,,47.0,49.0,45.0,40.0,51.0,38.0,56.0,30.0,39.0,41.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,47.0,49.0,45.0,40.0,51.0,38.0,56.0,30.0,39.0,41.0
242,Rwanda,North,Gakenke District,Nemba Sub District,Kamubuga ,Kamubuga CS,N27fnSxil0l,Kamubuga CS,483,,,,,,,4.0,3.0,5.0,4.0,6.0,6.0,7.0,0.0,2.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,3.0,5.0,4.0,6.0,6.0,7.0,0.0,2.0,3.0
