,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017,Malaria Deaths W25 2019,Malaria Deaths W24 2019,Malaria Deaths W23 2019,Malaria Deaths W22 2019,Malaria Deaths W21 2019,Malaria Deaths W26 2018,Malaria Deaths W25 2018,Malaria Deaths W24 2018,Malaria Deaths W23 2018,Malaria Deaths W22 2018,Malaria Deaths W26 2017,Malaria Deaths W25 2017,Malaria Deaths W24 2017,Malaria Deaths W23 2017,Malaria Deaths W22 2017,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017
46,Rwanda,North,Gakenke District,Nemba Sub District,Kivuruga ,Bushoka CS,mgrAIR9zEGP,Bushoka CS,288,,,,,,,2.0,4.0,5.0,4.0,4.0,8.0,6.0,5.0,6.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,4.0,5.0,4.0,4.0,8.0,6.0,5.0,6.0,9.0
47,Rwanda,West,Rubavu District,Gisenyi Sub District,Cyanzarwe,Busigari CS,Y72NzVzSL5c,Busigari CS,1656,,,,,,,35.0,49.0,33.0,21.0,36.0,27.0,23.0,21.0,28.0,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35.0,49.0,33.0,21.0,36.0,27.0,23.0,21.0,28.0,25.0
48,Rwanda,North,Musanze District,Ruhengeri Sub District,Busogo,Busogo CS,g4SHI2tu5km,Busogo CS,309,,,,,,,2.0,3.0,2.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,3.0,2.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0
49,Rwanda,South,Nyanza District,Nyanza Sub District,Busoro,Busoro CS,wRGoiU9PKAC,Busoro CS,37,,,,,,,416.0,358.0,438.0,490.0,585.0,346.0,491.0,435.0,540.0,484.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,416.0,358.0,438.0,490.0,585.0,346.0,491.0,435.0,540.0,484.0
50,Rwanda,South,Huye District,Kabutare Sub District,Gishamvu,Busoro-gishamvu CS,AwPhpyxIjpy,Busoro-gishamvu CS,81,,,,,,,18.0,18.0,20.0,26.0,22.0,30.0,95.0,78.0,65.0,83.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,18.0,20.0,26.0,22.0,30.0,95.0,78.0,65.0,83.0
51,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Mageragere,Butamwa CS,fGha3KRGmC8,Butamwa CS,2,,,,,,,26.0,16.0,22.0,,28.0,68.0,25.0,42.0,49.0,47.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26.0,16.0,22.0,,28.0,68.0,25.0,42.0,49.0,47.0
52,Rwanda,South,Huye District,Kabutare Sub District,Ngoma (Huye District),Butare Chu Hnr (huye),KhmcXUJ5NSA,Butare Chu Hnr (huye),82,,,,,,,4.0,5.0,2.0,3.0,3.0,4.0,17.0,11.0,11.0,20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,5.0,2.0,3.0,3.0,4.0,17.0,11.0,11.0,20.0
53,Rwanda,North,Burera District,Butaro Sub District,Butaro,Butaro CS,MV3w7DOueyG,Butaro CS,321,,,,,,,5.0,8.0,5.0,12.0,11.0,19.0,15.0,14.0,25.0,23.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,8.0,5.0,12.0,11.0,19.0,15.0,14.0,25.0,23.0
54,Rwanda,North,Burera District,Butaro Sub District,Butaro,Butaro DH,OujzhM1lgN5,Butaro DH,322,,,,,,,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0
55,Rwanda,North,Rulindo District,Kinihira Sub District,BUYOGA,Buyoga CS,h4S4mvgqA5o,Buyoga CS,271,,,,,,,,2.0,3.0,3.0,0.0,5.0,4.0,4.0,1.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,3.0,3.0,0.0,5.0,4.0,4.0,1.0,2.0
56,Rwanda,West,Rusizi District,Gihundwe Sub District,Bweyeye,Bweyeye CS,omAeqfuiGDV,Bweyeye CS,238,,,,,,,23.0,12.0,7.0,6.0,17.0,41.0,28.0,26.0,40.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,12.0,7.0,6.0,17.0,41.0,28.0,26.0,40.0,22.0
57,Rwanda,North,Gicumbi District,Byumba Sub District,Bwisige,Bwisige CS,SoraPiLPaYR,Bwisige CS,334,,,,,,,0.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0
58,Rwanda,West,Rubavu District,Gisenyi Sub District,Rubavu,Byahi (rubavu) CS,WW8hkYaxybD,Byahi (rubavu) CS,196,,,,,,,79.0,179.0,181.0,240.0,318.0,17.0,30.0,38.0,46.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,79.0,179.0,181.0,240.0,318.0,17.0,30.0,38.0,46.0,22.0
59,Rwanda,South,Ruhango District,Gitwe Sub District,Byimana,Byimana CS,CeUh4uCoQ3A,Byimana CS,113,,,,,,,91.0,176.0,148.0,205.0,197.0,333.0,338.0,336.0,363.0,485.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,91.0,176.0,148.0,205.0,197.0,333.0,338.0,336.0,363.0,485.0
60,Rwanda,North,Gicumbi District,Byumba Sub District,Byumba,Byumba CS,jIFyvsC6ND2,Byumba CS,335,,,,,,,4.0,2.0,5.0,8.0,3.0,2.0,0.0,3.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,2.0,5.0,8.0,3.0,2.0,0.0,3.0,1.0,5.0
61,Rwanda,North,Gicumbi District,Byumba Sub District,Byumba,Byumba DH,KHgKIQFk6d4,Byumba DH,336,,,,,,,,5.0,5.0,4.0,5.0,5.0,2.0,5.0,9.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,5.0,4.0,5.0,5.0,2.0,5.0,9.0,4.0
62,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Muhima,Cabinet Méd Pediatrie,Aisd5U75Xbr,Cabinet Méd Pediatrie,1108,clinic,,,,,,1.0,3.0,,2.0,2.0,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,,1.0,3.0,,2.0,2.0,,,,0.0,
63,Rwanda,North,Gicumbi District,Byumba Sub District,Kageyo,Camp Gihembe CS,JQejtNIfYFC,Camp Gihembe CS,461,,,,,,,4.0,4.0,7.0,1.0,4.0,4.0,11.0,11.0,21.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,4.0,7.0,1.0,4.0,4.0,11.0,11.0,21.0,6.0
64,Rwanda,East,Gatsibo District,Ngarama Sub District,Gatsibo,Camp Nyabiheke CS,nRshk7qv9Es,Camp Nyabiheke CS,463,,,,,,,12.0,8.0,8.0,10.0,13.0,14.0,14.0,13.0,11.0,10.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,8.0,8.0,10.0,13.0,14.0,14.0,13.0,11.0,10.0
65,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kicukiro,Carrefour CLIN,a0SIZSBG2tW,Carrefour CLIN,657,,,,,,,6.0,9.0,16.0,15.0,9.0,13.0,8.0,14.0,13.0,15.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,9.0,16.0,15.0,9.0,13.0,8.0,14.0,13.0,15.0
66,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyamirambo,Centre Cult Islamique DISP,o7e4Nw58VsH,Centre Cult Islamique DISP,1149,also called Dispensaire Kadafi Centre Culturelle Islamique,,,,,,,,7.0,4.0,4.0,6.0,8.0,11.0,5.0,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,7.0,4.0,4.0,6.0,8.0,11.0,5.0,5.0
67,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Remera,Centre Médical Orkide,BdVB88On6Uj,Centre Médical Orkide,1113,,,,,,,0.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0
68,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kacyiru,Centre Médical SOS,xo7juNYEaVU,Centre Médical SOS,1114,,,,,,,,6.0,12.0,12.0,17.0,20.0,11.0,9.0,6.0,13.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,12.0,12.0,17.0,20.0,11.0,9.0,6.0,13.0
69,Rwanda,East,Nyagatare District,Nyagatare Sub District,RUKOMO,Charite (Rukomo) DISP,saH5Za9EV7U,Charite (Rukomo) DISP,1483,from IDSR,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,2.0
70,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyarugenge,CHK(CHUK) HNR,DGwsYZkeo4w,CHK(CHUK) HNR,3,,,,,,,0.0,6.0,6.0,6.0,8.0,4.0,5.0,12.0,10.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,6.0,6.0,6.0,8.0,4.0,5.0,12.0,10.0,6.0
71,Rwanda,West,Rusizi District,Mibilizi Sub District,Bugarama,CIMERWA Disp,DGO880cBUrM,CIMERWA Disp,239,,,,,,,5.0,9.0,13.0,9.0,0.0,7.0,13.0,8.0,12.0,19.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,9.0,13.0,9.0,0.0,7.0,13.0,8.0,12.0,19.0
72,Rwanda,North,Gakenke District,Ruli Sub District,Coko ,Coko (ruli) CS,bQvQTtF2qUy,Coko (ruli) CS,289,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0
73,Rwanda,South,Nyaruguru District,Munini Sub District,Cyahinda,Coko CS,heQT2fsJr2B,Coko CS,67,,,,,,,4.0,16.0,25.0,30.0,26.0,105.0,90.0,47.0,99.0,116.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,16.0,25.0,30.0,26.0,105.0,90.0,47.0,99.0,116.0
74,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kanombe,Consolari DISP,Tj2oiTaLqgA,Consolari DISP,1188,,,,,,,1.0,0.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0
75,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Kimisagara,Cor-unum CS,swAftDmX5aj,Cor-unum CS,4,,,,,,,29.0,43.0,46.0,60.0,83.0,55.0,77.0,113.0,42.0,66.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,43.0,46.0,60.0,83.0,55.0,77.0,113.0,42.0,66.0
76,Rwanda,West,Rutsiro District,Murunda Sub District,Gihango,Crete Congo Nil CS,HkPQKvi8EqL,Crete Congo Nil CS,179,,,,,,,15.0,13.0,18.0,11.0,12.0,48.0,44.0,48.0,57.0,36.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,13.0,18.0,11.0,12.0,48.0,44.0,48.0,57.0,36.0
77,Rwanda,South,Huye District,Kabutare Sub District,Ngoma (Huye District),CUSP Butare CS,G4jkoFAPJ9u,CUSP Butare CS,83,,,,,,,2.0,15.0,12.0,13.0,19.0,7.0,26.0,29.0,24.0,14.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,15.0,12.0,13.0,19.0,7.0,26.0,29.0,24.0,14.0
78,Rwanda,East,Nyagatare District,Nyagatare Sub District,NYAGATARE,Cyabayaga CS,T42Cv8W9JgB,Cyabayaga CS,367,,,,,,,4.0,6.0,2.0,3.0,2.0,11.0,12.0,5.0,8.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,6.0,2.0,3.0,2.0,11.0,12.0,5.0,8.0,6.0
79,Rwanda,North,Gakenke District,Nemba Sub District,Cyabingo ,Cyabingo CS,d6luyFEuGqV,Cyabingo CS,290,,,,,,,2.0,1.0,1.0,5.0,4.0,4.0,4.0,0.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,1.0,1.0,5.0,4.0,4.0,4.0,0.0,4.0,3.0
80,Rwanda,South,Nyaruguru District,Munini Sub District,Cyahinda,Cyahinda CS,dThqqqyqcYY,Cyahinda CS,68,,,,,,,15.0,13.0,7.0,7.0,17.0,246.0,235.0,180.0,123.0,121.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,13.0,7.0,7.0,17.0,246.0,235.0,180.0,123.0,121.0
81,Rwanda,North,Burera District,Butaro Sub District,Cyanika (Burera  District),Cyanika (burera) CS,eRyUe77m5KJ,Cyanika (burera) CS,605,,,,,,,1.0,3.0,3.0,8.0,7.0,2.0,8.0,6.0,7.0,15.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,3.0,3.0,8.0,7.0,2.0,8.0,6.0,7.0,15.0
82,Rwanda,South,Nyamagabe District,Kigeme Sub District,Cyanika,Cyanika (nyamagabe) CS,iA9IwJ0ezmC,Cyanika (nyamagabe) CS,98,,,,,,,7.0,9.0,7.0,11.0,13.0,55.0,112.0,110.0,138.0,187.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,9.0,7.0,11.0,13.0,55.0,112.0,110.0,138.0,187.0
83,Rwanda,South,Nyanza District,Nyanza Sub District,Rwabicuma,Cyaratsi CS,an9nNfwqi5P,Cyaratsi CS,38,,,,,,,,15.0,,27.0,,43.0,66.0,78.0,77.0,116.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,,27.0,,43.0,66.0,78.0,77.0,116.0
84,Rwanda,East,Kayonza District,Rwinkwavu Sub District,Kabare,Cyarubare CS,kV3y5ZuNKZe,Cyarubare CS,404,,,,,,,415.0,382.0,282.0,530.0,321.0,203.0,437.0,432.0,754.0,352.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,415.0,382.0,282.0,530.0,321.0,203.0,437.0,432.0,754.0,352.0
85,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Mugina,Cyeru CS,hFG3GjDpSz7,Cyeru CS,142,,,,,,,72.0,103.0,112.0,118.0,115.0,99.0,143.0,155.0,111.0,179.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,72.0,103.0,112.0,118.0,115.0,99.0,143.0,155.0,111.0,179.0
86,Rwanda,West,Rutsiro District,Murunda Sub District,Kigeyo,Cyimbili CS,MJ4JGNcM44V,Cyimbili CS,180,,,,,,,4.0,12.0,10.0,7.0,15.0,28.0,53.0,35.0,38.0,20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,12.0,10.0,7.0,15.0,28.0,53.0,35.0,38.0,20.0
87,Rwanda,West,Nyamasheke District,Kibogora Sub District,Karambi,Cyivugiza (Nyamasheke) CS,reIlcWdMhZe,Cyivugiza (Nyamasheke) CS,1393,also spelled Kivugiza DISP,,,,,,0.0,1.0,5.0,3.0,3.0,4.0,6.0,3.0,7.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,5.0,3.0,3.0,4.0,6.0,3.0,7.0,2.0
88,Rwanda,East,Nyagatare District,Nyagatare Sub District,KIYOMBE,Cyondo CS,ItIExPfujIC,Cyondo CS,368,,,,,,,1.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0
89,Rwanda,North,Gicumbi District,Byumba Sub District,Cyumba,Cyumba CS,vJHlCUv7QCb,Cyumba CS,1346,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
90,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kimironko,Doctor's Plaza CLIN,MtNW5d2l3UR,Doctor's Plaza CLIN,1119,,,,,,,6.0,11.0,6.0,8.0,,6.0,11.0,6.0,5.0,9.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,11.0,6.0,8.0,,6.0,11.0,6.0,5.0,9.0
91,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Masaka,Dothan Clin,vJ6CRG5DqgA,Dothan Clin,1687,,,,,,,19.0,9.0,9.0,17.0,18.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.0,9.0,9.0,17.0,18.0,,,,,
92,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Rwezamenyo,Dufatanye DISP,Bosfu6LEpxS,Dufatanye DISP,1153,,,,,,,6.0,6.0,5.0,4.0,5.0,4.0,7.0,11.0,7.0,11.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,6.0,5.0,4.0,5.0,4.0,7.0,11.0,7.0,11.0
93,Rwanda,West,Rusizi District,Gihundwe Sub District,Kamembe,Dusanganwe DISP,KVmOYoquaT7,Dusanganwe DISP,1375,,,,,,,3.0,2.0,3.0,5.0,2.0,4.0,6.0,5.0,2.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,3.0,5.0,2.0,4.0,6.0,5.0,2.0,5.0
94,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Kigarama,Dutabarane LTD DISP,aTn1K3KleZf,Dutabarane LTD DISP,1158,,,,,,,5.0,14.0,5.0,6.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,14.0,5.0,6.0,1.0,,,,,
95,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kinyinya,Espoir Disp,QCJvFWSS1mp,Espoir Disp,1553,,,,,,,0.0,0.0,1.0,0.0,0.0,,,2.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,2.0,1.0,1.0
96,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyarugenge,Family Care Disp,h8rHqF7nrqg,Family Care Disp,1486,from IDSR,,,,,,3.0,3.0,0.0,9.0,8.0,6.0,5.0,5.0,10.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,3.0,0.0,9.0,8.0,6.0,5.0,5.0,10.0,8.0
97,Rwanda,East,Nyagatare District,Nyagatare Sub District,RUKOMO,First DISP,a59z79doCqU,First DISP,1376,,,,,,,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
98,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Gacuba Ii CS,rnM981srks2,Gacuba Ii CS,197,,,,,,,8.0,31.0,105.0,79.0,90.0,19.0,25.0,16.0,21.0,30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,31.0,105.0,79.0,90.0,19.0,25.0,16.0,21.0,30.0
99,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Gahanga,Gahanga CS,eTN5MvbEJFh,Gahanga CS,31,,,,,,,,85.0,85.0,94.0,70.0,196.0,167.0,161.0,194.0,144.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,85.0,85.0,94.0,70.0,196.0,167.0,161.0,194.0,144.0
100,Rwanda,East,Kirehe District,Kirehe Sub District,Gahara,Gahara CS,rmUSFLqW4fV,Gahara CS,420,,,,,,,31.0,29.0,50.0,46.0,90.0,124.0,155.0,202.0,173.0,113.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,29.0,50.0,46.0,90.0,124.0,155.0,202.0,173.0,113.0
101,Rwanda,East,Rwamagana District,Rwamagana Sub District,Gahengeri,Gahengeri CS,QeqEYvR3BUU,Gahengeri CS,497,,,,,,,56.0,66.0,72.0,47.0,63.0,55.0,30.0,32.0,35.0,29.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56.0,66.0,72.0,47.0,63.0,55.0,30.0,32.0,35.0,29.0
102,Rwanda,East,Kayonza District,Gahini Sub District,Gahini,Gahini CS,Zh8wFAhkoch,Gahini CS,405,,,,,,,180.0,208.0,152.0,122.0,130.0,171.0,172.0,160.0,208.0,164.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,180.0,208.0,152.0,122.0,130.0,171.0,172.0,160.0,208.0,164.0
103,Rwanda,East,Kayonza District,Gahini Sub District,Gahini,Gahini DH,XQn5x7eh2th,Gahini DH,406,,,,,,,24.0,31.0,28.0,25.0,22.0,16.0,26.0,16.0,11.0,23.0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,24.0,31.0,28.0,25.0,22.0,16.0,26.0,16.0,11.0,23.0
104,Rwanda,South,Nyanza District,Nyanza Sub District,Kigoma,Gahombo CS,dYA1SowOkHD,Gahombo CS,600,,,,,,,54.0,45.0,41.0,40.0,47.0,129.0,133.0,218.0,223.0,110.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,54.0,45.0,41.0,40.0,47.0,129.0,133.0,218.0,223.0,110.0
105,Rwanda,North,Burera District,Butaro Sub District,Gahunga,Gahunga CS,EYwczLWDE8Y,Gahunga CS,586,,,,,,,1.0,1.0,2.0,5.0,5.0,8.0,4.0,10.0,12.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,2.0,5.0,5.0,8.0,4.0,10.0,12.0,8.0
106,Rwanda,West,Nyabihu District,Shyira Sub District,Muringa,Gakamba CS,pe6NBEqWBm6,Gakamba CS,209,,,,,,,1.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,2.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,2.0,3.0
107,Rwanda,East,Gatsibo District,Kiziguro Sub District,Kiramuruzi,Gakenke CS,zeGIzxjPn63,Gakenke CS,387,,,,,,,59.0,44.0,43.0,36.0,63.0,82.0,130.0,58.0,124.0,77.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59.0,44.0,43.0,36.0,63.0,82.0,130.0,58.0,124.0,77.0
108,Rwanda,South,Gisagara District,Gakoma Sub District,Mamba,Gakoma CS,FqykCQqrkzX,Gakoma CS,53,,,,,,,33.0,26.0,10.0,14.0,22.0,139.0,174.0,126.0,196.0,35.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33.0,26.0,10.0,14.0,22.0,139.0,174.0,126.0,196.0,35.0
109,Rwanda,South,Gisagara District,Gakoma Sub District,Mamba,Gakoma DH,sUcP1Ww5oDZ,Gakoma DH,54,,,,,,,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0
110,Rwanda,East,Bugesera District,Nyamata Sub District,Musenyi,Gakurazo CS,PJ1NM3rTaeZ,Gakurazo CS,446,,,,,,,27.0,33.0,26.0,52.0,39.0,313.0,299.0,248.0,235.0,238.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27.0,33.0,26.0,52.0,39.0,313.0,299.0,248.0,235.0,238.0
111,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kimironko,Gasabo Prison,o7bxEE1jtCn,Gasabo Prison,27,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
